,movie_title,duration,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,num_user_for_reviews,num_critic_for_reviews,num_voted_users,cast_total_facebook_likes,movie_facebook_likes,plot_keywords,facenumber_in_poster,color,title_year,language,country,content_rating,aspect_ratio,movie_imdb_link,gross,budget,imdb_score,genre_1,genre_2
3314,All or Nothing ,121.0,Mike Leigh,608.0,Lesley Manville,149.0,Ruth Sheen,44.0,Gary McDonald,25.0,94.0,81.0,8161,251,484,love|neighbor|single parent|supermarket|working class,0.0,Color,2002.0,English,UK,R,1.85,http://www.imdb.com/title/tt0286261/?ref_=fn_tt_tt_1,112935.0,9000000.0,7.6,Drama,Drama
3315,Princess Kaiulani ,97.0,Marc Forby,3.0,Q'orianka Kilcher,679.0,Will Patton,537.0,Shaun Evans,204.0,14.0,26.0,1201,1426,0,hawaii|hawaiian|historically inaccurate|princess|tearing up a letter,3.0,Color,2009.0,English,USA,PG,2.35,http://www.imdb.com/title/tt1185344/?ref_=fn_tt_tt_1,883887.0,9000000.0,6.2,Drama,Drama
3316,Opal Dream ,86.0,Peter Cattaneo,11.0,Jacqueline McKenzie,185.0,Vince Colosimo,62.0,Peter Callan,18.0,6.0,24.0,813,299,135,friend|girl|imaginary friend|outback|town,0.0,Color,2006.0,English,Australia,PG,1.85,http://www.imdb.com/title/tt0420835/?ref_=fn_tt_tt_1,13751.0,11400000.0,6.6,Drama,Family
3318,Flame and Citron ,45.0,Ole Christian Madsen,28.0,Lars Mikkelsen,573.0,Thure Lindhardt,197.0,Christian Berkel,104.0,44.0,80.0,14247,1098,0,danish|double agent|nazi|nazi occupation|resistance,1.0,Color,2008.0,Danish,Denmark,Not Rated,2.35,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,145109.0,45000000.0,7.3,Drama,History
3319,Undiscovered ,97.0,Meiert Avis,0.0,Fisher Stevens,922.0,Kip Pardue,374.0,Perrey Reeves,230.0,45.0,41.0,2599,1835,128,bare chested male|box office flop|diner|german shepherd|one word title,4.0,Color,2005.0,English,Germany,PG-13,2.35,http://www.imdb.com/title/tt0434424/?ref_=fn_tt_tt_1,1046166.0,9000000.0,4.2,Comedy,Music
3323,Crocodile Dundee ,93.0,Peter Faiman,4.0,Paul Hogan,442.0,Linda Kozlowski,162.0,David Gulpilil,93.0,93.0,35.0,74743,822,0,australian outback|crocodile|female reporter|journalist|new york city,1.0,Color,1986.0,English,Australia,PG-13,2.35,http://www.imdb.com/title/tt0090555/?ref_=fn_tt_tt_1,174635000.0,8800000.0,6.5,Adventure,Comedy
3328,Awake ,84.0,Joby Harold,8.0,Hayden Christensen,4000.0,Fisher Stevens,922.0,Denis O'Hare,896.0,196.0,133.0,63216,6954,0,anesthetic|anesthetic awareness|heart|heart surgery|surgery,0.0,Color,2007.0,English,USA,R,2.35,http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1,14373825.0,8600000.0,6.5,Crime,Mystery
3330,Skin Trade ,96.0,Ekachai Uekrongtham,3.0,Michael Jai White,2000.0,Mike Dopud,368.0,Celina Jade,305.0,38.0,66.0,5228,2802,0,bangkok thailand|detective|human trafficking|revenge|sex slavery,5.0,Color,2014.0,English,Thailand,R,2.35,http://www.imdb.com/title/tt1641841/?ref_=fn_tt_tt_1,162.0,9000000.0,5.7,Action,Crime
3332,Crazy Heart ,112.0,Scott Cooper,108.0,Jeff Bridges,12000.0,Beth Grant,628.0,Debrianna Mansini,175.0,226.0,273.0,67760,13172,0,country music|country western singer|journalist|musician|singer,0.0,Color,2009.0,English,USA,R,2.35,http://www.imdb.com/title/tt1263670/?ref_=fn_tt_tt_1,39462438.0,7000000.0,7.3,Drama,Music
3333,The Rose ,125.0,Mark Rydell,43.0,David Keith,563.0,Frederic Forrest,236.0,Alan Bates,122.0,52.0,32.0,6142,1097,1000,awol|demand|driver|drugs|roses,0.0,Color,1979.0,English,USA,R,1.85,http://www.imdb.com/title/tt0079826/?ref_=fn_tt_tt_1,29200000.0,8500000.0,6.9,Drama,Music
3334,Baggage Claim ,96.0,David E. Talbert,68.0,Djimon Hounsou,3000.0,Christina Milian,1000.0,Boris Kodjoe,1000.0,41.0,52.0,7098,8097,0,woman wearing only a man's shirt,9.0,Color,2013.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,21564616.0,8500000.0,5.0,Comedy,Comedy
3337,Election ,103.0,Alexander Payne,729.0,Matthew Broderick,2000.0,Chris Klein,841.0,Molly Hagan,133.0,441.0,175.0,73640,3516,0,female protagonist|high school|self destructiveness|student council president|student government,0.0,Color,1999.0,English,USA,R,2.35,http://www.imdb.com/title/tt0126886/?ref_=fn_tt_tt_1,14879556.0,8000000.0,7.3,Comedy,Drama
3339,The DUFF ,101.0,Ari Sandel,17.0,Bella Thorne,35000.0,Romany Malco,966.0,Skyler Samuels,429.0,116.0,132.0,51326,36892,8000,cartoon on tv|generation y|high school|overalls|strong female character,4.0,Color,2015.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt1666801/?ref_=fn_tt_tt_1,34017854.0,8500000.0,6.5,Comedy,Comedy
3340,Glitter ,104.0,Vondie Curtis-Hall,170.0,Mariah Carey,736.0,Max Beesley,218.0,Valarie Pettiford,202.0,308.0,66.0,19412,1854,0,cult film|disc jockey|female protagonist|music business|one word title,1.0,Color,2001.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1,4273372.0,22000000.0,2.1,Drama,Music
3343,Bright Star ,119.0,Jane Campion,319.0,Abbie Cornish,2000.0,Paul Schneider,552.0,Samuel Roukin,179.0,110.0,222.0,21360,3279,0,19th century|friend|john keats|passion|poet,0.0,Color,2009.0,English,UK,PG,1.85,http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1,4440055.0,8500000.0,7.0,Biography,Drama
3344,My Name Is Khan ,128.0,Karan Johar,160.0,Shah Rukh Khan,8000.0,Jimmy Shergill,327.0,Christopher B. Duncan,81.0,235.0,210.0,69759,8532,27000,airport|asperger's syndrome|autism|muslim|racial profiling,2.0,Color,2010.0,Hindi,India,PG-13,2.35,http://www.imdb.com/title/tt1188996/?ref_=fn_tt_tt_1,4018695.0,12000000.0,8.0,Adventure,Drama
3347,Limbo ,126.0,John Sayles,407.0,Mary Elizabeth Mastrantonio,638.0,Casey Siemaszko,107.0,Vanessa Martinez,39.0,140.0,46.0,5158,823,196,alaska|island|motorboat|singer|wilderness,0.0,Color,1999.0,English,USA,R,1.85,http://www.imdb.com/title/tt0164085/?ref_=fn_tt_tt_1,1997807.0,8000000.0,7.1,Adventure,Drama
3351,The Karate Kid ,126.0,John G. Avildsen,80.0,Martin Kove,668.0,William Zabka,641.0,William Bassett,225.0,235.0,81.0,126916,2004,0,apartment|bully|fight|karate|master,0.0,Color,1984.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1,90800000.0,8000000.0,7.2,Action,Drama
3353,Repo! The Genetic Opera ,150.0,Darren Lynn Bousman,163.0,Alexa PenaVega,2000.0,Paris Hilton,716.0,Paul Sorvino,636.0,259.0,147.0,20419,4168,8000,future|murder|opera|repossession|surgery,1.0,Color,2008.0,English,USA,R,1.85,http://www.imdb.com/title/tt0963194/?ref_=fn_tt_tt_1,140244.0,8500000.0,6.7,Horror,Musical
3355,Pulp Fiction ,178.0,Quentin Tarantino,16000.0,Bruce Willis,13000.0,Eric Stoltz,902.0,Phil LaMarr,857.0,2195.0,215.0,1324680,16557,45000,black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern,1.0,Color,1994.0,English,USA,R,2.35,http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1,107930000.0,8000000.0,8.9,Crime,Drama
3357,Nightcrawler ,117.0,Dan Gilroy,66.0,Jake Gyllenhaal,15000.0,Michael Papajohn,241.0,James Huang,85.0,552.0,534.0,293304,15554,65000,employer employee relationship|ethics|journalism|sociopath|tv news,1.0,Color,2014.0,English,USA,R,2.35,http://www.imdb.com/title/tt2872718/?ref_=fn_tt_tt_1,32279955.0,8500000.0,7.9,Crime,Drama
3358,Club Dread ,119.0,Jay Chandrasekhar,422.0,Brittany Daniel,861.0,Lindsay Price,499.0,Jay Chandrasekhar,422.0,201.0,66.0,23823,3306,713,beach|island|party|resort|serial killer,2.0,Color,2004.0,English,USA,R,2.35,http://www.imdb.com/title/tt0331953/?ref_=fn_tt_tt_1,4992159.0,8550000.0,5.6,Comedy,Horror
3359,The Sound of Music ,174.0,Robert Wise,338.0,Eleanor Parker,354.0,Angela Cartwright,209.0,Nicholas Hammond,195.0,406.0,119.0,148172,1495,15000,austria|children|governess|love|orchestral music score,3.0,Color,1965.0,English,USA,G,2.35,http://www.imdb.com/title/tt0059742/?ref_=fn_tt_tt_1,163214286.0,8200000.0,8.0,Biography,Drama
3360,Splash ,111.0,Ron Howard,2000.0,Tom Hanks,15000.0,Howard Morris,161.0,Patrick Cronin,51.0,99.0,43.0,54723,15361,0,cmnf|cmnf scene|mermaid|new york city|public nudity,2.0,Color,1984.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0088161/?ref_=fn_tt_tt_1,69800000.0,8000000.0,6.2,Comedy,Fantasy
3361,Little Miss Sunshine ,101.0,Jonathan Dayton,36.0,Steve Carell,7000.0,Steven Christopher Parker,150.0,Jill Talley,27.0,889.0,270.0,355810,7227,15000,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,1.0,Color,2006.0,English,USA,R,2.35,http://www.imdb.com/title/tt0449059/?ref_=fn_tt_tt_1,59889948.0,8000000.0,7.9,Comedy,Drama
3362,Stand by Me ,89.0,Rob Reiner,0.0,Marshall Bell,217.0,Frances Lee McCain,107.0,Casey Siemaszko,107.0,584.0,99.0,271794,644,24000,friendship|summertime|treehouse|walking on train tracks|woods,2.0,Color,1986.0,English,USA,R,1.85,http://www.imdb.com/title/tt0092005/?ref_=fn_tt_tt_1,52287414.0,8000000.0,8.1,Adventure,Drama
3363,28 Days Later... ,113.0,Danny Boyle,0.0,Noah Huntley,133.0,Megan Burns,32.0,David Schneider,27.0,1441.0,224.0,297250,241,11000,laboratory|london england|military|virus|zombie apocalypse,0.0,Color,2002.0,English,UK,R,1.85,http://www.imdb.com/title/tt0289043/?ref_=fn_tt_tt_1,45063889.0,8000000.0,7.6,Drama,Horror
3364,You Got Served ,95.0,Chris Stokes,548.0,Jennifer Freeman,389.0,Marques Houston,363.0,Steve Harvey,360.0,247.0,58.0,23671,1792,0,competition|dance contest|friend|money|street dancing,0.0,Color,2004.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1,40066497.0,8000000.0,3.5,Drama,Music
3365,Escape from Alcatraz ,112.0,Don Siegel,152.0,Clint Eastwood,16000.0,Patrick McGoohan,466.0,Fred Ward,459.0,142.0,53.0,87090,17568,0,alcatraz|escape|inmate|island|prison,0.0,Color,1979.0,English,USA,PG,1.85,http://www.imdb.com/title/tt0079116/?ref_=fn_tt_tt_1,36500000.0,8000000.0,7.6,Biography,Crime
3366,Brown Sugar ,109.0,Rick Famuyiwa,44.0,Boris Kodjoe,1000.0,Sanaa Lathan,886.0,Wendell Pierce,458.0,60.0,37.0,5971,3199,0,basketball|hip hop|rap music|record company|writer,1.0,Color,2002.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0297037/?ref_=fn_tt_tt_1,27362712.0,8000000.0,6.5,Comedy,Drama
3367,A Thin Line Between Love and Hate ,108.0,Martin Lawrence,0.0,Faizon Love,585.0,Lynn Whitfield,434.0,Della Reese,388.0,14.0,11.0,3122,3023,559,african american|dating|independent film|irreverence|revenge,2.0,Color,1996.0,English,USA,R,2.35,http://www.imdb.com/title/tt0117891/?ref_=fn_tt_tt_1,34746109.0,8000000.0,5.6,Comedy,Crime
3368,50/50 ,100.0,Jonathan Levine,129.0,Joseph Gordon-Levitt,23000.0,Anna Kendrick,10000.0,Bryce Dallas Howard,3000.0,378.0,327.0,270441,39807,40000,best friend|cancer|survival rate|therapist|vomiting,2.0,Color,2011.0,English,USA,R,1.85,http://www.imdb.com/title/tt1306980/?ref_=fn_tt_tt_1,34963967.0,8000000.0,7.7,Comedy,Drama
3369,Shutter ,90.0,Masayuki Ochiai,5.0,James Kyson,449.0,David Denman,332.0,Daisy Betts,297.0,148.0,135.0,26609,1534,0,car accident|japan|newlywed|photograph|photographer,1.0,Color,2008.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0482599/?ref_=fn_tt_tt_1,25926543.0,8000000.0,5.2,Horror,Mystery
3371,That Awkward Moment ,94.0,Tom Gormican,19.0,Mackenzie Davis,363.0,Lola Glaudini,342.0,Josh Pais,117.0,100.0,164.0,76791,1024,0,dating|divorce|father daughter relationship|mother daughter relationship|party,3.0,Color,2014.0,English,USA,R,2.35,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,26049082.0,8000000.0,6.1,Comedy,Romance
3374,Much Ado About Nothing ,111.0,Kenneth Branagh,0.0,Keanu Reeves,18000.0,Denzel Washington,18000.0,Brian Blessed,591.0,165.0,41.0,37269,37645,0,16th century|bachelor|dishonor|masquerade party|wedding,0.0,Color,1993.0,English,UK,PG-13,1.85,http://www.imdb.com/title/tt0107616/?ref_=fn_tt_tt_1,22551000.0,8000000.0,7.4,Comedy,Drama
3375,On Her Majesty's Secret Service ,142.0,Peter R. Hunt,13.0,Telly Savalas,803.0,George Lazenby,314.0,Desmond Llewelyn,244.0,452.0,143.0,59941,1769,0,bond girl|british|mission|portugal|switzerland,2.0,Color,1969.0,English,UK,M,2.35,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,22800000.0,7000000.0,6.8,Action,Adventure
3377,New Nightmare ,107.0,Wes Craven,0.0,Miko Hughes,969.0,Heather Langenkamp,449.0,Tracy Middendorf,112.0,271.0,109.0,38191,1775,0,earthquake|elm street|freddy krueger|nightmare|sleep,0.0,Color,1994.0,English,USA,R,1.85,http://www.imdb.com/title/tt0111686/?ref_=fn_tt_tt_1,18090181.0,8000000.0,6.4,Fantasy,Horror
3378,Drive Me Crazy ,91.0,John Schultz,13.0,Stephen Collins,452.0,Mark Webber,442.0,Keri Lynn Pratt,292.0,147.0,59.0,14904,1760,0,centennial|girl|next door neighbor|prom|school,2.0,Color,1999.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0164114/?ref_=fn_tt_tt_1,17843379.0,8000000.0,5.7,Comedy,Drama
3380,Half Baked ,82.0,Tamra Davis,33.0,Dave Chappelle,744.0,Harland Williams,503.0,Clarence Williams III,475.0,164.0,40.0,48225,2400,0,bail|diabetic|friend|jail|pharmaceutical lab,0.0,Color,1998.0,English,USA,R,1.85,http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1,17278980.0,8000000.0,6.7,Comedy,Crime
3381,New in Town ,97.0,Jonas Elmer,3.0,J.K. Simmons,24000.0,Frances Conroy,827.0,Harry Connick Jr.,631.0,78.0,121.0,17461,25792,0,love|manufacturing|minnesota|plant|small town,1.0,Color,2009.0,English,USA,PG,1.85,http://www.imdb.com/title/tt1095174/?ref_=fn_tt_tt_1,16699684.0,8000000.0,5.6,Comedy,Romance
3382,Syriana ,128.0,Stephen Gaghan,79.0,Matt Damon,13000.0,Amr Waked,903.0,Kayvan Novak,414.0,625.0,358.0,109191,14747,0,cia|hezbollah|lebanon|oil|prince,0.0,Color,2005.0,English,USA,R,2.35,http://www.imdb.com/title/tt0365737/?ref_=fn_tt_tt_1,50815288.0,50000000.0,7.0,Drama,Thriller
3383,American Psycho ,102.0,Mary Harron,126.0,Christian Bale,23000.0,Justin Theroux,1000.0,Samantha Mathis,517.0,1061.0,288.0,357275,25462,18000,1980s|business card|male rear nudity|materialism|narcissism,1.0,Color,2000.0,English,USA,R,2.35,http://www.imdb.com/title/tt0144084/?ref_=fn_tt_tt_1,15047419.0,7000000.0,7.6,Crime,Drama
3384,The Good Girl ,93.0,Miguel Arteta,44.0,Jake Gyllenhaal,15000.0,Zooey Deschanel,11000.0,Tim Blake Nelson,596.0,298.0,107.0,37952,27646,938,dysfunctional marriage|marijuana|small town|store|trying to conceive,3.0,Color,2002.0,English,USA,R,1.85,http://www.imdb.com/title/tt0279113/?ref_=fn_tt_tt_1,14015786.0,5000000.0,6.5,Drama,Romance
3386,The Boondock Saints II: All Saints Day ,138.0,Troy Duffy,78.0,Norman Reedus,12000.0,Julie Benz,3000.0,Clifton Collins Jr.,968.0,188.0,91.0,53251,17524,0,final showdown|ireland|justice|priest|sheep,0.0,Color,2009.0,English,USA,R,2.35,http://www.imdb.com/title/tt1300851/?ref_=fn_tt_tt_1,10269307.0,8000000.0,6.3,Action,Crime
3388,Enough Said ,93.0,Nicole Holofcener,132.0,Christopher Nicholas Smith,434.0,Ben Falcone,265.0,Michaela Watkins,216.0,142.0,231.0,49240,1183,12000,dating|divorcee|ex husband|ex wife|party,2.0,Color,2013.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,17536788.0,8000000.0,7.1,Comedy,Drama
3389,Easy A ,92.0,Will Gluck,87.0,Emma Stone,15000.0,Dan Byrd,1000.0,Fred Armisen,424.0,264.0,262.0,276746,16982,19000,gay|gay interest|high school|school|student,1.0,Color,2010.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,58401464.0,8000000.0,7.1,Comedy,Romance
3391,Shadow of the Vampire ,92.0,E. Elias Merhige,54.0,Eddie Izzard,776.0,Udo Kier,595.0,Catherine McCormack,306.0,339.0,196.0,34191,1761,0,actor|breasts|film actress|nosferatu|vampire,1.0, Black and White,2000.0,English,UK,R,2.35,http://www.imdb.com/title/tt0189998/?ref_=fn_tt_tt_1,8279017.0,8000000.0,6.9,Drama,Horror
3392,Prom ,104.0,Joe Nussbaum,18.0,Cameron Monaghan,1000.0,Thomas McDonell,962.0,Aimee Teegarden,741.0,32.0,83.0,12702,5190,0,decoration|father daughter relationship|high school|prom|teenager,0.0,Color,2011.0,English,USA,PG,1.85,http://www.imdb.com/title/tt1604171/?ref_=fn_tt_tt_1,10106233.0,8000000.0,5.4,Comedy,Drama
3394,Held Up ,89.0,Steve Rash,15.0,Barry Corbin,883.0,Nia Long,826.0,Jake Busey,660.0,34.0,11.0,2870,3291,77,hold up|hostage|stockholm syndrome|swat team|vegetarian,2.0,Color,1999.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0165831/?ref_=fn_tt_tt_1,4692814.0,8000000.0,5.1,Comedy,Comedy
3395,Woman on Top ,92.0,Fina Torres,26.0,Harold Perrineau,1000.0,John de Lancie,905.0,Mark Feuerstein,417.0,86.0,72.0,8546,2687,859,cross dresser|food|friend|motion sickness|restaurant,0.0,Color,2000.0,English,USA,R,2.35,http://www.imdb.com/title/tt0206420/?ref_=fn_tt_tt_1,5018450.0,8000000.0,5.3,Comedy,Fantasy
3398,Anomalisa ,90.0,Duke Johnson,26.0,Jennifer Jason Leigh,1000.0,Tom Noonan,442.0,David Thewlis,0.0,140.0,328.0,31489,1442,0,full frontal male nudity|hotel room|multiple characters voiced by same person|one night stand|sex in hotel room,0.0,Color,2015.0,English,USA,R,2.35,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,3442820.0,8000000.0,7.3,Animation,Comedy
3399,Another Year ,129.0,Mike Leigh,608.0,Jim Broadbent,1000.0,Imelda Staunton,579.0,Phil Davis,386.0,141.0,248.0,23629,2265,0,autumn|four seasons|friend|looking at one's self in a mirror|unhappiness,0.0,Color,2010.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,3205244.0,10000000.0,7.3,Comedy,Drama
3400,8 Women ,111.0,François Ozon,341.0,Catherine Deneuve,963.0,Isabelle Huppert,678.0,Emmanuelle Béart,569.0,162.0,128.0,23660,3543,0,cook|industrialist|secret|snowstorm|suspect,1.0,Color,2002.0,French,France,R,1.85,http://www.imdb.com/title/tt0283832/?ref_=fn_tt_tt_1,3076425.0,8000000.0,7.1,Comedy,Crime
3401,Showdown in Little Tokyo ,79.0,Mark L. Lester,73.0,Cary-Hiroyuki Tagawa,1000.0,Tia Carrere,1000.0,Vernee Watson,112.0,102.0,45.0,12561,2404,0,bare chested male|detective|electric torture|japanese american|yakuza,2.0,Color,1991.0,English,USA,R,1.85,http://www.imdb.com/title/tt0102915/?ref_=fn_tt_tt_1,2275557.0,8000000.0,6.0,Action,Comedy
3402,Clay Pigeons ,104.0,David Dobkin,71.0,Janeane Garofalo,1000.0,Vince Vieluf,261.0,Kevin Rahm,168.0,109.0,49.0,9494,1795,515,breasts|serial killer|small town|vomiting|widow,1.0,Color,1998.0,English,Germany,R,1.85,http://www.imdb.com/title/tt0118863/?ref_=fn_tt_tt_1,1789892.0,8000000.0,6.6,Comedy,Crime
3403,It's Kind of a Funny Story ,101.0,Anna Boden,16.0,Zoë Kravitz,943.0,Jeremy Davies,769.0,Jim Gaffigan,472.0,150.0,163.0,106098,2786,20000,based on novel|depression|psychiatric ward|suicide attempt|therapy,3.0,Color,2010.0,English,USA,PG-13,1.85,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,6350058.0,8000000.0,7.2,Comedy,Drama
3404,Made in Dagenham ,113.0,Nigel Cole,13.0,Bob Hoskins,5000.0,Robbie Kay,629.0,Sally Hawkins,594.0,73.0,163.0,11158,7692,0,equal pay|machinist|minister|protest|sex,6.0,Color,2010.0,English,UK,R,2.35,http://www.imdb.com/title/tt1371155/?ref_=fn_tt_tt_1,1094798.0,7200000.0,7.2,Biography,Comedy
3405,When Did You Last See Your Father? ,92.0,Anand Tucker,14.0,Colin Firth,14000.0,Jim Broadbent,1000.0,Gina McKee,291.0,34.0,90.0,3571,15848,429,cancer|children|death|terminal cancer|time,2.0,Color,2007.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt0829098/?ref_=fn_tt_tt_1,1071240.0,8000000.0,6.9,Biography,Drama
3406,Prefontaine ,106.0,Steve James,23.0,Kurtwood Smith,1000.0,Laurel Holloman,273.0,Amy Locane,200.0,37.0,23.0,5673,1610,0,long distance runner|olympics|oregon|runner|watching television,2.0,Color,1997.0,English,USA,PG-13,1.66,http://www.imdb.com/title/tt0119937/?ref_=fn_tt_tt_1,532190.0,8000000.0,6.8,Biography,Drama
3408,The Secret of Kells ,75.0,Tomm Moore,45.0,Sean Lennon,61.0,Mick Lally,5.0,Evan McGuire,4.0,71.0,118.0,22811,75,11000,barbarian|fairy|forest|monastery|unfinished book,0.0,Color,2009.0,English,France,Not Rated,1.85,http://www.imdb.com/title/tt0485601/?ref_=fn_tt_tt_1,686383.0,6500000.0,7.7,Adventure,Animation
3409,Begin Again ,104.0,John Carney,109.0,James Corden,480.0,Karen Pittman,12.0,Mary Catherine Garrison,7.0,182.0,283.0,99430,517,43000,manhattan new york city|new york city|record label|singer|song,1.0,Color,2013.0,English,USA,R,1.85,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,16168741.0,8000000.0,7.4,Drama,Music
3410,Down in the Valley ,108.0,David Jacobson,12.0,Hunter Parrish,2000.0,Bruce Dern,844.0,Rory Culkin,710.0,110.0,74.0,16617,3921,412,beach|cowboy|cowboy hat|neo western|valley,2.0,Color,2005.0,English,USA,R,2.35,http://www.imdb.com/title/tt0398027/?ref_=fn_tt_tt_1,568695.0,8000000.0,6.5,Drama,Romance
3411,Brooklyn Rules ,99.0,Michael Corrente,30.0,Jerry Ferrara,480.0,Tony Devon,257.0,Alexa Havins,209.0,48.0,41.0,5049,1234,226,1980s|friend|friendship|loyalty|mafia,3.0,Color,2007.0,English,USA,R,2.35,http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1,398420.0,8000000.0,6.4,Crime,Drama
3413,The Singing Detective ,109.0,Keith Gordon,200.0,Robert Downey Jr.,21000.0,Robin Wright,18000.0,Alfre Woodard,1000.0,79.0,66.0,7116,41645,494,detective|detective novel|fantasy sequence|hallucination|writer,2.0,Color,2003.0,English,USA,R,1.85,http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1,336456.0,8000000.0,5.6,Comedy,Crime
3415,Fido ,93.0,Andrew Currie,8.0,Alexia Fast,553.0,Henry Czerny,177.0,Kesun Loder,33.0,98.0,140.0,25055,786,0,decapitation|neighbor|neighborhood|next door neighbor|zombie,1.0, Black and White,2006.0,English,Canada,R,2.35,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,298110.0,8000000.0,6.8,Comedy,Drama
3416,The Wendell Baker Story ,99.0,Andrew Wilson,387.0,Will Ferrell,8000.0,Eddie Griffin,489.0,Jacob Vargas,399.0,27.0,32.0,5159,9608,143,directorial debut|fantasy sequence|nurse|old age home|prison,4.0,Color,2005.0,English,USA,PG-13,2.35,http://www.imdb.com/title/tt0373445/?ref_=fn_tt_tt_1,127144.0,8000000.0,5.5,Comedy,Drama
3417,Wild Target ,98.0,Jonathan Lynn,36.0,Rupert Grint,10000.0,Rupert Everett,692.0,Geoff Bell,405.0,86.0,68.0,29994,11770,0,apprentice|assassin|hitman|kleptomaniac|thief,4.0,Color,2010.0,English,UK,PG-13,2.35,http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1,117190.0,8000000.0,6.9,Action,Comedy
3418,Pathology ,95.0,Marc Schölermann,3.0,John de Lancie,905.0,Larry Drake,513.0,Johnny Whitworth,448.0,107.0,79.0,26849,3185,3000,corpse|dark humor|medical school|murder|pathology,0.0,Color,2008.0,English,USA,R,2.35,http://www.imdb.com/title/tt0964539/?ref_=fn_tt_tt_1,108662.0,8000000.0,6.0,Crime,Horror
3420,10th & Wolf ,107.0,Robert Moresco,53.0,Brian Dennehy,954.0,Brad Renfro,551.0,Dash Mihok,463.0,34.0,26.0,5557,2512,294,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,5.0,Color,2006.0,English,USA,R,2.35,http://www.imdb.com/title/tt0360323/?ref_=fn_tt_tt_1,53481.0,8000000.0,6.4,Crime,Drama
3421,Dear Wendy ,102.0,Thomas Vinterberg,346.0,Michael Angarano,947.0,Chris Owen,526.0,William Hootkins,488.0,58.0,100.0,9003,2572,532,gang|gun|loner|love|outcast,0.0,Color,2004.0,English,Italy,Unrated,1.66,http://www.imdb.com/title/tt0342272/?ref_=fn_tt_tt_1,23106.0,50000000.0,6.6,Comedy,Crime
3422,Aloft ,97.0,Claudia Llosa,43.0,Ian Tracey,144.0,Zen McGrath,63.0,William Shimell,47.0,11.0,56.0,2103,326,675,Unknow,1.0,Color,2014.0,English,Spain,R,2.35,http://www.imdb.com/title/tt2494384/?ref_=fn_tt_tt_1,52961.0,8000000.0,5.3,Drama,Drama
3423,Akira ,124.0,Katsuhiro Ôtomo,78.0,Mitsuo Iwata,6.0,Takeshi Kusao,5.0,Tesshô Genda,4.0,430.0,150.0,106160,28,0,based on manga|biker gang|gifted child|post thermonuclear war|science runs amok,0.0,Color,1988.0,Japanese,Japan,R,1.85,http://www.imdb.com/title/tt0094625/?ref_=fn_tt_tt_1,439162.0,1100000000.0,8.1,Action,Animation
3428,Imagine Me & You ,90.0,Ol Parker,21.0,Celia Imrie,186.0,Ben Miles,119.0,Darren Boyd,112.0,149.0,85.0,23023,619,0,florist|friend|friendship|lesbian|love,0.0,Color,2005.0,English,UK,R,2.35,http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1,671240.0,7900000.0,6.9,Comedy,Drama
